payment_id,invoice_id,customer_id,amount,currency,payment_method,payment_date,stripe_charge_id,status,created_at
pay_509efb80,inv_7a7f14b4,cust_2d96b248,10476.0,USD,wire_transfer,2024-12-27,ch_8cb1e5c8-0651-47,succeeded,2024-12-27
pay_18e11344,inv_1e3b3eda,cust_f36c9bd0,0.0,USD,card,2024-04-24,ch_3d8240b5-276c-4a,succeeded,2024-04-24
pay_48303ca6,inv_b72f222e,cust_f36c9bd0,0.0,USD,card,2024-05-19,ch_afa75849-ee40-40,succeeded,2024-05-19
pay_1fc1989d,inv_f92eaf7e,cust_f36c9bd0,0.0,USD,ach,2024-06-12,ch_19ccc82a-6666-4a,succeeded,2024-06-12
pay_ffab26be,inv_2fb78481,cust_f36c9bd0,0.0,USD,ach,2024-07-30,ch_12c39b4b-4590-40,succeeded,2024-07-30
pay_ce472b21,inv_9deddc76,cust_f36c9bd0,0.0,USD,card,2024-08-19,ch_58491135-1abb-47,succeeded,2024-08-19
pay_f1b1873d,inv_eb3c244d,cust_f36c9bd0,0.0,USD,wire_transfer,2024-09-12,ch_298bc2c3-2b1a-4b,succeeded,2024-09-12
pay_13fb0d6b,inv_e61a2b10,cust_f36c9bd0,0.0,USD,wire_transfer,2024-10-14,ch_71926ba9-a415-4c,succeeded,2024-10-14
pay_1ce7334a,inv_78c2af2f,cust_f36c9bd0,0.0,USD,ach,2024-11-28,ch_3d0c358c-ad59-4d,succeeded,2024-11-28
pay_032fb69c,inv_7e35780d,cust_f36c9bd0,0.0,USD,card,2024-12-12,ch_45838118-f182-4f,succeeded,2024-12-12
pay_f97cfc3a,inv_4876a45d,cust_7480121e,18480.0,USD,ach,2024-06-23,ch_dd898938-825b-45,succeeded,2024-06-23
pay_58302f17,inv_e1159d86,cust_7480121e,18480.0,USD,ach,2024-07-18,ch_04088e52-21cb-4a,succeeded,2024-07-18
pay_14b1f0ff,inv_ce59103d,cust_7480121e,13860.0,USD,wire_transfer,2024-07-29,ch_49026b33-f710-41,succeeded,2024-07-29
pay_bbde328c,inv_36d56b2e,cust_7480121e,16632.0,USD,ach,2024-09-07,ch_533b92e4-8bc4-4c,succeeded,2024-09-07
pay_422c20bd,inv_f198843c,cust_7480121e,16632.0,USD,wire_transfer,2024-10-23,ch_5eb69a5f-1b70-44,succeeded,2024-10-23
pay_be82046c,inv_471ab6a5,cust_7480121e,18480.0,USD,wire_transfer,2024-11-18,ch_bdabe92e-4f67-4d,succeeded,2024-11-18
pay_dfcc54eb,inv_897cb329,cust_7480121e,13860.0,USD,card,2024-12-11,ch_fb9a9ab1-c83d-42,succeeded,2024-12-11
pay_f90c428d,inv_7fd464ad,cust_7480121e,18480.0,USD,card,2025-01-12,ch_8f939721-5400-45,succeeded,2025-01-12
pay_831f5b69,inv_63fae964,cust_acd87ed1,172.8,USD,wire_transfer,2024-10-01,ch_c317d35b-1cff-49,succeeded,2024-10-01
pay_5174aa3b,inv_b218dec5,cust_acd87ed1,192.0,USD,card,2024-10-24,ch_8a0f2c25-8311-46,succeeded,2024-10-24
pay_5186e7cc,inv_f0f5651b,cust_acd87ed1,172.8,USD,ach,2024-12-09,ch_041b1358-05bb-4f,succeeded,2024-12-09
pay_81fe663f,inv_918d20da,cust_acd87ed1,192.0,USD,wire_transfer,2024-12-21,ch_3f19ded0-f0e9-46,succeeded,2024-12-21
pay_8808c2b9,inv_546b2527,cust_272c2751,289620.0,USD,ach,2024-11-10,ch_eb8acb6e-de9d-4f,succeeded,2024-11-10
pay_0dbee476,inv_f0a01db8,cust_43801b16,6048.0,USD,card,2024-06-29,ch_f3c88f7f-9ee1-4a,succeeded,2024-06-29
pay_0f1fa1ac,inv_3d174a28,cust_43801b16,6048.0,USD,card,2024-08-05,ch_a9396619-c924-43,succeeded,2024-08-05
pay_64872773,inv_dbad262c,cust_43801b16,4838.4,USD,card,2024-08-17,ch_1453ed07-412c-45,succeeded,2024-08-17
pay_b863566e,inv_c1ffbd52,cust_43801b16,6048.0,USD,card,2024-10-05,ch_706eac56-03e1-45,succeeded,2024-10-05
pay_52c0b3bf,inv_da5f6b96,cust_43801b16,6048.0,USD,wire_transfer,2024-12-04,ch_43262758-4096-41,succeeded,2024-12-04
pay_01f879d6,inv_e0dea3ee,cust_43801b16,6048.0,USD,ach,2024-12-16,ch_bae54860-da63-48,succeeded,2024-12-16
pay_5ebee2d7,inv_344d4ec1,cust_f50a6b99,0.0,USD,ach,2024-08-11,ch_a48600a5-9fa6-4e,succeeded,2024-08-11
pay_61cda287,inv_4a8930b8,cust_e34a20f8,302.4,USD,ach,2024-02-03,ch_4100cb09-37b6-45,succeeded,2024-02-03
pay_b9d1013d,inv_d67a439b,cust_e34a20f8,302.4,USD,card,2024-02-04,ch_02c89ae3-ba13-4c,succeeded,2024-02-04
pay_1914df71,inv_20a56514,cust_e34a20f8,378.0,USD,wire_transfer,2024-03-11,ch_f6b58367-150d-40,succeeded,2024-03-11
pay_1ed77476,inv_b2f2aeb7,cust_e34a20f8,378.0,USD,wire_transfer,2024-04-08,ch_ec639c45-2472-41,succeeded,2024-04-08
pay_a6468010,inv_38a3478d,cust_e34a20f8,378.0,USD,card,2024-05-14,ch_2d42bc4e-b674-43,succeeded,2024-05-14
pay_5f61daee,inv_7c2e4286,cust_e34a20f8,302.4,USD,ach,2024-07-01,ch_6fbb6604-ee13-43,succeeded,2024-07-01
pay_83df8291,inv_0dd652f8,cust_e34a20f8,378.0,USD,ach,2024-07-28,ch_4599d267-136d-46,succeeded,2024-07-28
pay_27315955,inv_97b8f457,cust_e34a20f8,302.4,USD,card,2024-08-24,ch_dcfc3e08-39eb-4b,succeeded,2024-08-24
pay_731c0a49,inv_62b27122,cust_e34a20f8,340.2,USD,wire_transfer,2024-09-12,ch_10b95919-8218-40,succeeded,2024-09-12
pay_51ecaa4b,inv_40801cbb,cust_e34a20f8,283.5,USD,wire_transfer,2024-10-20,ch_476a786c-541f-4c,succeeded,2024-10-20
pay_fe2391c8,inv_70676577,cust_e34a20f8,340.2,USD,wire_transfer,2024-11-28,ch_0f307004-b27b-4b,succeeded,2024-11-28
pay_dea2c408,inv_b01f07e4,cust_e34a20f8,378.0,USD,wire_transfer,2024-12-08,ch_a3c31694-9e68-4b,succeeded,2024-12-08
pay_d1e65b58,inv_96d6d6a8,cust_e34a20f8,340.2,USD,ach,2025-01-14,ch_53e6e0d4-22bb-49,succeeded,2025-01-14
pay_1920186d,inv_ac773d22,cust_9ed24e0e,55260.0,USD,card,2024-12-03,ch_68ec0b77-138e-4a,succeeded,2024-12-03
pay_300cb7d3,inv_af47920c,cust_8ea4faec,1512.0,USD,wire_transfer,2024-05-05,ch_556d50fe-e337-47,succeeded,2024-05-05
pay_d3e0ff30,inv_da2873ab,cust_8ea4faec,1134.0,USD,card,2024-05-08,ch_77ad2862-2ad4-4b,succeeded,2024-05-08
pay_6f0c5002,inv_d5916bb2,cust_8ea4faec,1512.0,USD,card,2024-06-12,ch_a02faf7b-b43d-4e,succeeded,2024-06-12
pay_19b237e4,inv_76753339,cust_8ea4faec,1512.0,USD,wire_transfer,2024-07-27,ch_ede27521-a963-4f,succeeded,2024-07-27
pay_efaea1a6,inv_be8c0a45,cust_8ea4faec,1512.0,USD,wire_transfer,2024-08-20,ch_c031e603-878f-4d,succeeded,2024-08-20
pay_6f920967,inv_e1c30c6a,cust_8ea4faec,1512.0,USD,card,2024-09-26,ch_2686fc2b-f24f-47,succeeded,2024-09-26
pay_d6e29190,inv_d93720fc,cust_8ea4faec,1512.0,USD,wire_transfer,2024-10-21,ch_ec101c13-408e-44,succeeded,2024-10-21
pay_37fd013e,inv_6ba41f21,cust_8ea4faec,1512.0,USD,wire_transfer,2024-12-01,ch_ed528454-fec3-42,succeeded,2024-12-01
pay_0dd90206,inv_4df1636f,cust_8ea4faec,1512.0,USD,wire_transfer,2024-12-14,ch_fd243165-f2ce-41,succeeded,2024-12-14
pay_8a026a12,inv_00e7ffdb,cust_57dd4ce6,297180.0,USD,card,2024-02-08,ch_f2f6f050-2bdc-44,succeeded,2024-02-08
pay_13dffb24,inv_266c428e,cust_eee9f32f,521760.0,USD,wire_transfer,2024-09-19,ch_58a5725c-8ea7-46,succeeded,2024-09-19
pay_44e7a9f7,inv_dbc65503,cust_b2751f47,456.0,USD,wire_transfer,2024-02-28,ch_9bb92887-6e55-4c,succeeded,2024-02-28
pay_2caa6225,inv_c02b5f60,cust_b2751f47,410.4,USD,wire_transfer,2024-03-02,ch_616f0361-6214-43,succeeded,2024-03-02
pay_d4bc2f62,inv_7cfd0368,cust_b2751f47,342.0,USD,wire_transfer,2024-04-23,ch_88bf1bf0-16f7-4d,succeeded,2024-04-23
pay_75f799d0,inv_0ace73aa,cust_b2751f47,456.0,USD,ach,2024-05-01,ch_0c344465-b9e6-4e,succeeded,2024-05-01
pay_39356bfa,inv_c7c5f204,cust_b2751f47,456.0,USD,card,2024-05-31,ch_b68d9b64-5ec1-4c,succeeded,2024-05-31
pay_3e352b96,inv_26260da1,cust_b2751f47,456.0,USD,card,2024-07-27,ch_f6cadbe3-3c50-48,succeeded,2024-07-27
pay_67456fe3,inv_ebef6721,cust_b2751f47,456.0,USD,card,2024-08-17,ch_e3a86939-cf2a-49,succeeded,2024-08-17
pay_adad8f07,inv_04e7c9ae,cust_b2751f47,456.0,USD,card,2024-09-18,ch_197c2e17-ee75-44,succeeded,2024-09-18
pay_28e76f92,inv_8e6fe5b5,cust_b2751f47,456.0,USD,wire_transfer,2024-10-14,ch_3db94925-934f-4f,succeeded,2024-10-14
pay_02eb787c,inv_0ff557f8,cust_b2751f47,456.0,USD,card,2024-11-22,ch_921af780-83bd-48,succeeded,2024-11-22
pay_0d741507,inv_77ee9cc2,cust_b2751f47,456.0,USD,ach,2024-12-03,ch_060852be-26f1-4f,succeeded,2024-12-03
pay_4fe1601e,inv_0307430a,cust_b2751f47,456.0,USD,ach,2025-01-06,ch_1ea16e96-4bf7-4e,succeeded,2025-01-06
pay_e3ffd1b6,inv_299a0867,cust_b021cd2e,1188.0,USD,card,2024-03-31,ch_23a1524d-e75f-47,succeeded,2024-03-31
pay_5eb5d49b,inv_6b22c1cc,cust_14834ed5,29394.0,USD,card,2024-05-12,ch_06291bdf-2f59-40,succeeded,2024-05-12
pay_b6c7af9f,inv_2b87c08d,cust_14834ed5,29394.0,USD,ach,2024-06-02,ch_2622b8ca-3777-43,succeeded,2024-06-02
pay_8163e2fd,inv_42640c58,cust_14834ed5,29394.0,USD,wire_transfer,2024-07-20,ch_dcd605ee-392e-4f,succeeded,2024-07-20
pay_86f6ef4a,inv_6a4fca0a,cust_14834ed5,29394.0,USD,ach,2024-08-29,ch_a03b8a19-978e-4a,succeeded,2024-08-29
pay_807030fb,inv_b793a420,cust_14834ed5,29394.0,USD,wire_transfer,2024-10-05,ch_04d2cd8c-6a1f-41,succeeded,2024-10-05
pay_b2e8ca8a,inv_353c4bad,cust_14834ed5,29394.0,USD,ach,2024-11-23,ch_1b51b0cb-e8ea-4a,succeeded,2024-11-23
pay_cd8f5f02,inv_0981d408,cust_14834ed5,29394.0,USD,wire_transfer,2025-01-11,ch_889f67b8-f6b8-44,succeeded,2025-01-11
pay_d8c875b9,inv_6f8d948a,cust_c32f811b,2835.0,USD,card,2024-04-21,ch_ccf207aa-7222-4f,succeeded,2024-04-21
pay_e27c6159,inv_b384160a,cust_c32f811b,3780.0,USD,ach,2024-05-07,ch_0e27e594-0b64-42,succeeded,2024-05-07
pay_10c2c8c6,inv_719ebfcb,cust_c32f811b,3780.0,USD,card,2024-07-06,ch_397440ce-b871-4d,succeeded,2024-07-06
pay_59c49f5e,inv_0fbc16a3,cust_c32f811b,3780.0,USD,ach,2024-08-05,ch_44701d74-6086-4c,succeeded,2024-08-05
pay_48d0c7e9,inv_aa7de167,cust_c32f811b,3780.0,USD,card,2024-09-04,ch_92923599-8152-40,succeeded,2024-09-04
pay_5149db28,inv_c2392192,cust_c32f811b,3780.0,USD,card,2024-09-23,ch_7f2e6af0-50b5-4f,succeeded,2024-09-23
pay_68c008a0,inv_362de185,cust_c32f811b,3780.0,USD,wire_transfer,2024-11-15,ch_e0d7cba7-3ee5-43,succeeded,2024-11-15
pay_2f0ee2c1,inv_fdbe64cb,cust_c32f811b,3780.0,USD,card,2024-12-10,ch_ac84ef3a-72d3-4a,succeeded,2024-12-10
pay_dff19ced,inv_6fa6ee71,cust_b0adf157,3672.0,USD,card,2024-04-07,ch_3bc287bf-78dd-47,succeeded,2024-04-07
pay_50cb4411,inv_74320203,cust_d2e02d1f,158.4,USD,wire_transfer,2024-10-11,ch_5f49c37e-b04a-46,succeeded,2024-10-11
pay_80a0cfef,inv_ae7205f8,cust_d2e02d1f,198.0,USD,wire_transfer,2024-11-15,ch_8716fe4a-47d4-41,succeeded,2024-11-15
pay_8f8dc32e,inv_0e9f0ff2,cust_d2e02d1f,178.2,USD,ach,2024-12-05,ch_a1972550-668a-45,succeeded,2024-12-05
pay_379a7808,inv_e5167b53,cust_d2e02d1f,178.2,USD,card,2025-01-15,ch_b05b960a-271b-42,succeeded,2025-01-15
pay_f3eacd58,inv_97eb86e5,cust_e23de2a1,21504.0,USD,ach,2024-07-25,ch_7e2b0610-410e-4f,succeeded,2024-07-25
pay_8a043564,inv_6c9d4250,cust_e23de2a1,16128.0,USD,ach,2024-08-21,ch_b40fecb5-0b7b-40,succeeded,2024-08-21
pay_52e0a03e,inv_3214ec85,cust_e23de2a1,17203.2,USD,wire_transfer,2024-09-25,ch_1a2aec6d-8903-44,succeeded,2024-09-25
pay_1d7a09d7,inv_b5fb70a4,cust_e23de2a1,21504.0,USD,wire_transfer,2024-11-04,ch_e5a13928-2f93-44,succeeded,2024-11-04
pay_3e810499,inv_a15c8818,cust_e23de2a1,21504.0,USD,card,2024-11-22,ch_6a1cd024-4cfc-45,succeeded,2024-11-22
pay_cd8923e3,inv_f2dfd93d,cust_d50dd54e,65136.0,USD,card,2024-03-27,ch_23c17615-5c97-4d,succeeded,2024-03-27
pay_fc76bba1,inv_85b8d393,cust_d50dd54e,65136.0,USD,card,2024-06-04,ch_d698d540-2bc5-46,succeeded,2024-06-04
pay_9ddc23d1,inv_e3782976,cust_d50dd54e,65136.0,USD,ach,2024-06-18,ch_1672c131-3890-44,succeeded,2024-06-18
pay_70768742,inv_b21746ba,cust_d50dd54e,65136.0,USD,card,2024-08-07,ch_55461b98-463d-44,succeeded,2024-08-07
pay_ed67db13,inv_89701f53,cust_d50dd54e,65136.0,USD,wire_transfer,2024-09-09,ch_735a3d3e-79df-45,succeeded,2024-09-09
pay_e86df2cf,inv_d8198c82,cust_d50dd54e,65136.0,USD,ach,2024-10-03,ch_c6d0a33f-2d89-47,succeeded,2024-10-03
pay_5ee33754,inv_2f617b8d,cust_d50dd54e,65136.0,USD,wire_transfer,2024-11-11,ch_1d4638a1-8884-42,succeeded,2024-11-11
pay_8eb0a2a5,inv_73702a9b,cust_d50dd54e,65136.0,USD,card,2024-11-28,ch_efad37fe-5fb1-48,succeeded,2024-11-28
pay_cfb83fb2,inv_d48246ee,cust_d50dd54e,65136.0,USD,ach,2024-12-25,ch_b8214c93-ce14-4c,succeeded,2024-12-25
pay_db00d81e,inv_4ccf0b92,cust_8ba70002,270.0,USD,ach,2024-10-19,ch_a30b6c61-c887-45,succeeded,2024-10-19
pay_41bdb00b,inv_cee4bd61,cust_8ba70002,270.0,USD,ach,2024-11-14,ch_471327cf-e8f0-4c,succeeded,2024-11-14
pay_4962e139,inv_372f25d1,cust_8ba70002,270.0,USD,ach,2024-12-22,ch_4d7fd706-65e2-4b,succeeded,2024-12-22
pay_e2c244a7,inv_cc405d4d,cust_bd64e7a6,20250.0,USD,wire_transfer,2024-04-22,ch_869c71c5-176f-44,succeeded,2024-04-22
pay_f8ca7ea1,inv_0cf06f14,cust_2f3bb466,340.2,USD,ach,2024-04-27,ch_c5005066-3376-42,succeeded,2024-04-27
pay_370f1578,inv_fa7fe90f,cust_2f3bb466,378.0,USD,ach,2024-05-05,ch_9f36b008-7629-49,succeeded,2024-05-05
pay_c5494580,inv_56f40e9d,cust_2f3bb466,378.0,USD,ach,2024-05-31,ch_70273748-7093-4f,succeeded,2024-05-31
pay_661ae925,inv_e497d6e1,cust_2f3bb466,378.0,USD,wire_transfer,2024-07-04,ch_91e1b8f7-3694-47,succeeded,2024-07-04
pay_f5b59d4e,inv_9d72a16b,cust_19f35441,51840.0,USD,wire_transfer,2024-12-09,ch_8f3d22f5-20b5-41,succeeded,2024-12-09
pay_2091c5fe,inv_75a1eab6,cust_5b52c7a0,136800.0,USD,card,2024-03-09,ch_27dcc49a-28c1-4b,succeeded,2024-03-09
pay_bc49872f,inv_aa1e3448,cust_551e0c54,14688.0,USD,wire_transfer,2024-02-20,ch_87c8f144-181a-44,succeeded,2024-02-20
pay_0e9cd984,inv_a380ea8c,cust_551e0c54,11016.0,USD,wire_transfer,2024-04-09,ch_cd129503-3c9a-4b,succeeded,2024-04-09
pay_f7f76f9b,inv_9424b58a,cust_551e0c54,11750.4,USD,wire_transfer,2024-05-04,ch_2622bbea-a643-49,succeeded,2024-05-04
pay_e747a155,inv_0019bf96,cust_551e0c54,14688.0,USD,card,2024-05-15,ch_9f08d88f-0fdd-4d,succeeded,2024-05-15
pay_549a1bd9,inv_29c8ee42,cust_551e0c54,14688.0,USD,wire_transfer,2024-06-27,ch_88cb4c3e-1567-41,succeeded,2024-06-27
pay_e5de8f01,inv_ee3b378d,cust_551e0c54,14688.0,USD,card,2024-07-29,ch_3e09c1bb-e754-4d,succeeded,2024-07-29
pay_8c7e818a,inv_4e7b9c00,cust_551e0c54,14688.0,USD,card,2024-08-23,ch_09193d6f-0283-49,succeeded,2024-08-23
pay_2f5e8524,inv_ab3f86ac,cust_551e0c54,14688.0,USD,ach,2024-09-18,ch_78a1b582-8e54-4b,succeeded,2024-09-18
pay_ef6550f5,inv_26874585,cust_551e0c54,14688.0,USD,card,2024-11-03,ch_678328eb-b49a-4f,succeeded,2024-11-03
pay_e5c670fb,inv_5993ce8f,cust_551e0c54,11750.4,USD,ach,2024-12-17,ch_c125d647-fcf4-43,succeeded,2024-12-17
pay_f8f9dbac,inv_6c37642e,cust_8e0604f2,11220.0,USD,ach,2024-02-02,ch_24449d82-7284-4a,succeeded,2024-02-02
pay_25237431,inv_2d7ba25e,cust_b120c8f4,28260.0,USD,wire_transfer,2024-10-03,ch_1a420259-df86-40,succeeded,2024-10-03
pay_88b20400,inv_8cce84cc,cust_44cddc06,1800.0,USD,card,2024-09-21,ch_131fe965-4ab5-48,succeeded,2024-09-21
pay_d2d98e49,inv_3a0cab90,cust_96e30e13,540.0,USD,wire_transfer,2024-11-16,ch_44523da1-73f7-46,succeeded,2024-11-16
pay_0de4b423,inv_50e90225,cust_96e30e13,540.0,USD,wire_transfer,2024-12-04,ch_ca321836-413f-45,succeeded,2024-12-04
pay_451d0ca1,inv_6d2fc608,cust_96e30e13,432.0,USD,ach,2025-01-10,ch_756d31b4-d61b-4e,succeeded,2025-01-10
pay_35ebe327,inv_563e85d3,cust_b258bf7d,220320.0,USD,wire_transfer,2024-01-30,ch_469236ae-dad0-46,succeeded,2024-01-30
pay_3429b40f,inv_63122dc4,cust_e2f7c32e,3240.0,USD,card,2024-09-01,ch_44badacd-a811-42,succeeded,2024-09-01
pay_5366b00a,inv_4fd17ef7,cust_b5d59990,0.0,USD,wire_transfer,2024-08-26,ch_edec1e36-96a2-47,succeeded,2024-08-26
pay_c8b8712f,inv_14fdfa53,cust_b5d59990,0.0,USD,ach,2024-09-24,ch_784fa901-ac6b-44,succeeded,2024-09-24
pay_508b3893,inv_d77e08cc,cust_b5d59990,0.0,USD,ach,2024-10-29,ch_8f7084e3-dec5-40,succeeded,2024-10-29
pay_b2a9f9e5,inv_67977cc4,cust_b5d59990,0.0,USD,ach,2024-11-15,ch_320ba94e-fa78-4e,succeeded,2024-11-15
pay_976ebb42,inv_4ba0f093,cust_b5d59990,0.0,USD,ach,2025-01-05,ch_37e306d5-8b93-46,succeeded,2025-01-05
pay_0edbf212,inv_60efbfc7,cust_fe4aa29c,24300.0,USD,ach,2024-11-17,ch_7bbd5854-cb5b-4b,succeeded,2024-11-17
pay_b7be0e29,inv_2bee8ea8,cust_41155e6c,237330.0,USD,card,2024-04-29,ch_4e2fb0f9-5607-49,succeeded,2024-04-29
pay_53349d99,inv_b2b8b7bf,cust_5a875668,5.4,USD,ach,2024-04-04,ch_022559d0-3c7e-42,succeeded,2024-04-04
pay_4972b68e,inv_2d03ed5f,cust_5a875668,6.0,USD,card,2024-06-13,ch_45d8e5e8-ba81-45,succeeded,2024-06-13
pay_9cf9468d,inv_4bcbfa97,cust_5a875668,6.0,USD,card,2024-07-16,ch_602061d2-b5a9-4c,succeeded,2024-07-16
pay_f2df8d5f,inv_cb6721ee,cust_5a875668,6.0,USD,ach,2024-08-20,ch_f0ab3701-99b0-40,succeeded,2024-08-20
pay_2f4511fb,inv_ef983c80,cust_5a875668,6.0,USD,wire_transfer,2024-09-20,ch_2ceb5559-f03b-4b,succeeded,2024-09-20
pay_d1c25bf5,inv_9c01847d,cust_5a875668,4.5,USD,wire_transfer,2024-10-01,ch_2692c086-cf85-49,succeeded,2024-10-01
pay_e5a7345b,inv_49f5288b,cust_5a875668,5.4,USD,ach,2024-11-11,ch_c5d746aa-b2f4-4b,succeeded,2024-11-11
pay_d875aa35,inv_f961fb44,cust_5a875668,6.0,USD,card,2024-12-18,ch_016b170f-1358-49,succeeded,2024-12-18
pay_cddb776e,inv_108e8360,cust_5a875668,6.0,USD,ach,2024-12-25,ch_4d0c097f-54fd-4c,succeeded,2024-12-25
pay_767308a8,inv_e8208e8c,cust_724a7dc0,1152.0,USD,card,2024-02-24,ch_d98de0ff-770c-48,succeeded,2024-02-24
pay_20e70ead,inv_f2af6e25,cust_724a7dc0,1152.0,USD,card,2024-04-14,ch_c83c02c5-3cbd-46,succeeded,2024-04-14
pay_1641ce57,inv_cc2a87f9,cust_724a7dc0,1152.0,USD,card,2024-05-04,ch_c00e0a08-4920-47,succeeded,2024-05-04
pay_b8db38ec,inv_a9c36849,cust_724a7dc0,1152.0,USD,wire_transfer,2024-05-28,ch_61fa7869-a043-46,succeeded,2024-05-28
pay_e0604f7e,inv_15f24f03,cust_724a7dc0,1036.8,USD,ach,2024-07-04,ch_ef83e22d-a366-45,succeeded,2024-07-04
