invoice_id,subscription_id,customer_id,invoice_date,due_date,paid_date,amount,discount_amount,final_amount,status,billing_period_start,billing_period_end,created_at
inv_7cfd0368,sub_6eeaa021,cust_b2751f47,2024-03-30,2024-04-29,2024-04-23,456,114.0,342.0,paid,2024-03-30,2024-04-28,2024-03-30
inv_0ace73aa,sub_6eeaa021,cust_b2751f47,2024-04-29,2024-05-29,2024-05-01,456,0.0,456.0,paid,2024-04-29,2024-05-28,2024-04-29
inv_c7c5f204,sub_6eeaa021,cust_b2751f47,2024-05-29,2024-06-28,2024-05-31,456,0.0,456.0,paid,2024-05-29,2024-06-27,2024-05-29
inv_26260da1,sub_6eeaa021,cust_b2751f47,2024-06-28,2024-07-28,2024-07-27,456,0.0,456.0,paid,2024-06-28,2024-07-27,2024-06-28
inv_ebef6721,sub_6eeaa021,cust_b2751f47,2024-07-28,2024-08-27,2024-08-17,456,0.0,456.0,paid,2024-07-28,2024-08-26,2024-07-28
inv_04e7c9ae,sub_6eeaa021,cust_b2751f47,2024-08-27,2024-09-26,2024-09-18,456,0.0,456.0,paid,2024-08-27,2024-09-25,2024-08-27
inv_8e6fe5b5,sub_6eeaa021,cust_b2751f47,2024-09-26,2024-10-26,2024-10-14,456,0.0,456.0,paid,2024-09-26,2024-10-25,2024-09-26
inv_0ff557f8,sub_6eeaa021,cust_b2751f47,2024-10-26,2024-11-25,2024-11-22,456,0.0,456.0,paid,2024-10-26,2024-11-24,2024-10-26
inv_77ee9cc2,sub_6eeaa021,cust_b2751f47,2024-11-25,2024-12-25,2024-12-03,456,0.0,456.0,paid,2024-11-25,2024-12-24,2024-11-25
inv_0307430a,sub_6eeaa021,cust_b2751f47,2024-12-25,2025-01-24,2025-01-06,456,0.0,456.0,paid,2024-12-25,2025-01-23,2024-12-25
inv_299a0867,sub_2da321a9,cust_b021cd2e,2024-03-10,2024-04-09,2024-03-31,1320,132.0,1188.0,paid,2024-03-10,2025-03-09,2024-03-10
inv_6b22c1cc,sub_dc5ba4a7,cust_14834ed5,2024-05-01,2024-05-31,2024-05-12,29394,0.0,29394.0,paid,2024-05-01,2024-05-30,2024-05-01
inv_2b87c08d,sub_dc5ba4a7,cust_14834ed5,2024-05-31,2024-06-30,2024-06-02,29394,0.0,29394.0,paid,2024-05-31,2024-06-29,2024-05-31
inv_42640c58,sub_dc5ba4a7,cust_14834ed5,2024-06-30,2024-07-30,2024-07-20,29394,0.0,29394.0,paid,2024-06-30,2024-07-29,2024-06-30
inv_6a4fca0a,sub_dc5ba4a7,cust_14834ed5,2024-07-30,2024-08-29,2024-08-29,29394,0.0,29394.0,paid,2024-07-30,2024-08-28,2024-07-30
inv_bdec4a83,sub_dc5ba4a7,cust_14834ed5,2024-08-29,2024-09-28,,29394,0.0,29394.0,overdue,2024-08-29,2024-09-27,2024-08-29
inv_b793a420,sub_dc5ba4a7,cust_14834ed5,2024-09-28,2024-10-28,2024-10-05,29394,0.0,29394.0,paid,2024-09-28,2024-10-27,2024-09-28
inv_353c4bad,sub_dc5ba4a7,cust_14834ed5,2024-10-28,2024-11-27,2024-11-23,29394,0.0,29394.0,paid,2024-10-28,2024-11-26,2024-10-28
inv_cd732a6a,sub_dc5ba4a7,cust_14834ed5,2024-11-27,2024-12-27,,29394,0.0,29394.0,overdue,2024-11-27,2024-12-26,2024-11-27
inv_0981d408,sub_dc5ba4a7,cust_14834ed5,2024-12-27,2025-01-26,2025-01-11,29394,0.0,29394.0,paid,2024-12-27,2025-01-25,2024-12-27
inv_6f8d948a,sub_86e433f8,cust_c32f811b,2024-03-25,2024-04-24,2024-04-21,3780,945.0,2835.0,paid,2024-03-25,2024-04-23,2024-03-25
inv_b384160a,sub_86e433f8,cust_c32f811b,2024-04-24,2024-05-24,2024-05-07,3780,0.0,3780.0,paid,2024-04-24,2024-05-23,2024-04-24
inv_0dc45472,sub_86e433f8,cust_c32f811b,2024-05-24,2024-06-23,,3780,0.0,3780.0,overdue,2024-05-24,2024-06-22,2024-05-24
inv_719ebfcb,sub_86e433f8,cust_c32f811b,2024-06-23,2024-07-23,2024-07-06,3780,0.0,3780.0,paid,2024-06-23,2024-07-22,2024-06-23
inv_0fbc16a3,sub_86e433f8,cust_c32f811b,2024-07-23,2024-08-22,2024-08-05,3780,0.0,3780.0,paid,2024-07-23,2024-08-21,2024-07-23
inv_aa7de167,sub_86e433f8,cust_c32f811b,2024-08-22,2024-09-21,2024-09-04,3780,0.0,3780.0,paid,2024-08-22,2024-09-20,2024-08-22
inv_c2392192,sub_86e433f8,cust_c32f811b,2024-09-21,2024-10-21,2024-09-23,3780,0.0,3780.0,paid,2024-09-21,2024-10-20,2024-09-21
inv_362de185,sub_86e433f8,cust_c32f811b,2024-10-21,2024-11-20,2024-11-15,3780,0.0,3780.0,paid,2024-10-21,2024-11-19,2024-10-21
inv_fdbe64cb,sub_86e433f8,cust_c32f811b,2024-11-20,2024-12-20,2024-12-10,3780,0.0,3780.0,paid,2024-11-20,2024-12-19,2024-11-20
inv_6fa6ee71,sub_68a995c1,cust_b0adf157,2024-03-11,2024-04-10,2024-04-07,4080,408.0,3672.0,paid,2024-03-11,2025-03-10,2024-03-11
inv_74320203,sub_46488207,cust_d2e02d1f,2024-09-22,2024-10-22,2024-10-11,198,39.6,158.4,paid,2024-09-22,2024-10-21,2024-09-22
inv_ae7205f8,sub_46488207,cust_d2e02d1f,2024-10-22,2024-11-21,2024-11-15,198,0.0,198.0,paid,2024-10-22,2024-11-20,2024-10-22
inv_0e9f0ff2,sub_46488207,cust_d2e02d1f,2024-11-21,2024-12-21,2024-12-05,198,19.8,178.2,paid,2024-11-21,2024-12-20,2024-11-21
inv_e5167b53,sub_46488207,cust_d2e02d1f,2024-12-21,2025-01-20,2025-01-15,198,19.8,178.2,paid,2024-12-21,2025-01-19,2024-12-21
inv_97eb86e5,sub_c27a6f4f,cust_e23de2a1,2024-07-12,2024-08-11,2024-07-25,21504,0.0,21504.0,paid,2024-07-12,2024-08-10,2024-07-12
inv_6c9d4250,sub_c27a6f4f,cust_e23de2a1,2024-08-11,2024-09-10,2024-08-21,21504,5376.0,16128.0,paid,2024-08-11,2024-09-09,2024-08-11
inv_3214ec85,sub_c27a6f4f,cust_e23de2a1,2024-09-10,2024-10-10,2024-09-25,21504,4300.8,17203.2,paid,2024-09-10,2024-10-09,2024-09-10
inv_b5fb70a4,sub_c27a6f4f,cust_e23de2a1,2024-10-10,2024-11-09,2024-11-04,21504,0.0,21504.0,paid,2024-10-10,2024-11-08,2024-10-10
inv_a15c8818,sub_c27a6f4f,cust_e23de2a1,2024-11-09,2024-12-09,2024-11-22,21504,0.0,21504.0,paid,2024-11-09,2024-12-08,2024-11-09
inv_d6f243e1,sub_c27a6f4f,cust_e23de2a1,2024-12-09,2025-01-08,,21504,0.0,21504.0,overdue,2024-12-09,2025-01-07,2024-12-09
inv_f2dfd93d,sub_8e353f5c,cust_d50dd54e,2024-03-18,2024-04-17,2024-03-27,65136,0.0,65136.0,paid,2024-03-18,2024-04-16,2024-03-18
inv_a483250f,sub_8e353f5c,cust_d50dd54e,2024-04-17,2024-05-17,,65136,6513.6,58622.4,overdue,2024-04-17,2024-05-16,2024-04-17
inv_85b8d393,sub_8e353f5c,cust_d50dd54e,2024-05-17,2024-06-16,2024-06-04,65136,0.0,65136.0,paid,2024-05-17,2024-06-15,2024-05-17
inv_e3782976,sub_8e353f5c,cust_d50dd54e,2024-06-16,2024-07-16,2024-06-18,65136,0.0,65136.0,paid,2024-06-16,2024-07-15,2024-06-16
inv_b21746ba,sub_8e353f5c,cust_d50dd54e,2024-07-16,2024-08-15,2024-08-07,65136,0.0,65136.0,paid,2024-07-16,2024-08-14,2024-07-16
inv_89701f53,sub_8e353f5c,cust_d50dd54e,2024-08-15,2024-09-14,2024-09-09,65136,0.0,65136.0,paid,2024-08-15,2024-09-13,2024-08-15
inv_d8198c82,sub_8e353f5c,cust_d50dd54e,2024-09-14,2024-10-14,2024-10-03,65136,0.0,65136.0,paid,2024-09-14,2024-10-13,2024-09-14
inv_2f617b8d,sub_8e353f5c,cust_d50dd54e,2024-10-14,2024-11-13,2024-11-11,65136,0.0,65136.0,paid,2024-10-14,2024-11-12,2024-10-14
inv_73702a9b,sub_8e353f5c,cust_d50dd54e,2024-11-13,2024-12-13,2024-11-28,65136,0.0,65136.0,paid,2024-11-13,2024-12-12,2024-11-13
inv_d48246ee,sub_8e353f5c,cust_d50dd54e,2024-12-13,2025-01-12,2024-12-25,65136,0.0,65136.0,paid,2024-12-13,2025-01-11,2024-12-13
inv_4ccf0b92,sub_0a747e69,cust_8ba70002,2024-10-12,2024-11-11,2024-10-19,270,0.0,270.0,paid,2024-10-12,2024-11-10,2024-10-12
inv_cee4bd61,sub_0a747e69,cust_8ba70002,2024-11-11,2024-12-11,2024-11-14,270,0.0,270.0,paid,2024-11-11,2024-12-10,2024-11-11
inv_372f25d1,sub_0a747e69,cust_8ba70002,2024-12-11,2025-01-10,2024-12-22,270,0.0,270.0,paid,2024-12-11,2025-01-09,2024-12-11
inv_cc405d4d,sub_23f1888a,cust_bd64e7a6,2024-04-13,2024-05-13,2024-04-22,27000,6750.0,20250.0,paid,2024-04-13,2025-04-12,2024-04-13
inv_0cf06f14,sub_40b83f28,cust_2f3bb466,2024-03-30,2024-04-29,2024-04-27,378,37.800000000000004,340.2,paid,2024-03-30,2024-04-28,2024-03-30
inv_fa7fe90f,sub_40b83f28,cust_2f3bb466,2024-04-29,2024-05-29,2024-05-05,378,0.0,378.0,paid,2024-04-29,2024-05-28,2024-04-29
inv_56f40e9d,sub_40b83f28,cust_2f3bb466,2024-05-29,2024-06-28,2024-05-31,378,0.0,378.0,paid,2024-05-29,2024-06-27,2024-05-29
inv_e497d6e1,sub_40b83f28,cust_2f3bb466,2024-06-28,2024-07-28,2024-07-04,378,0.0,378.0,paid,2024-06-28,2024-07-27,2024-06-28
inv_9d72a16b,sub_3179c7be,cust_19f35441,2024-11-20,2024-12-20,2024-12-09,51840,0.0,51840.0,paid,2024-11-20,2025-11-19,2024-11-20
inv_75a1eab6,sub_fc250757,cust_5b52c7a0,2024-03-01,2024-03-31,2024-03-09,136800,0.0,136800.0,paid,2024-03-01,2025-02-28,2024-03-01
inv_aa1e3448,sub_b69cf9c1,cust_551e0c54,2024-02-11,2024-03-12,2024-02-20,14688,0.0,14688.0,paid,2024-02-11,2024-03-11,2024-02-11
inv_a380ea8c,sub_b69cf9c1,cust_551e0c54,2024-03-12,2024-04-11,2024-04-09,14688,3672.0,11016.0,paid,2024-03-12,2024-04-10,2024-03-12
inv_9424b58a,sub_b69cf9c1,cust_551e0c54,2024-04-11,2024-05-11,2024-05-04,14688,2937.6000000000004,11750.4,paid,2024-04-11,2024-05-10,2024-04-11
inv_0019bf96,sub_b69cf9c1,cust_551e0c54,2024-05-11,2024-06-10,2024-05-15,14688,0.0,14688.0,paid,2024-05-11,2024-06-09,2024-05-11
inv_29c8ee42,sub_b69cf9c1,cust_551e0c54,2024-06-10,2024-07-10,2024-06-27,14688,0.0,14688.0,paid,2024-06-10,2024-07-09,2024-06-10
inv_ee3b378d,sub_b69cf9c1,cust_551e0c54,2024-07-10,2024-08-09,2024-07-29,14688,0.0,14688.0,paid,2024-07-10,2024-08-08,2024-07-10
inv_4e7b9c00,sub_b69cf9c1,cust_551e0c54,2024-08-09,2024-09-08,2024-08-23,14688,0.0,14688.0,paid,2024-08-09,2024-09-07,2024-08-09
inv_ab3f86ac,sub_b69cf9c1,cust_551e0c54,2024-09-08,2024-10-08,2024-09-18,14688,0.0,14688.0,paid,2024-09-08,2024-10-07,2024-09-08
